othr_rel_aust_abor_trad_rel_m, christianity_orintal_orthdx_p, othr_rel_aust_abor_trad_rel_p, christianity_orintal_orthdx_m, islam_m, sb_osb_nra_tot_f, islam_p, christianity_orintal_orthdx_f, islam_f, othr_rel_sikhism_f, othr_rel_aust_abor_trad_rel_f, othr_rel_sikhism_p, othr_rel_sikhism_m, sb_osb_nra_tot_p, sb_osb_nra_tot_m, other_religions_tot_p, other_religions_tot_m, other_religions_tot_f, christianity_uniting_church_f, tot_f, tot_m, tot_p, christianity_christian_nfd_p, christianity_eastrn_orthdox_m, christianity_eastrn_orthdox_p, christianity_salvation_army_p, othr_reln_other_reln_groups_f, christianity_christian_nfd_m, christianity_eastrn_orthdox_f, christianity_salvation_army_m, christianity_salvation_army_f, christianity_christian_nfd_f, christianity_othr_protestnt_p, othr_reln_other_reln_groups_m, christianity_othr_christian_f, othr_reln_other_reln_groups_p, christianity_church_christ_p, christianity_church_christ_m, christianity_othr_protestnt_m, christianity_othr_protestnt_f, christianity_church_christ_f, christianity_lutheran_p, christianity_lattr_day_snts_m, christianity_baptist_p, christianity_lattr_day_snts_f, christianity_baptist_m, christianity_baptist_f, christianity_pentecostal_f, christianity_othr_christian_m, christianity_tot_p, christianity_lattr_day_snts_p, christianity_othr_christian_p, christianity_catholic_f, christianity_lutheran_f, christianity_lutheran_m, christianity_asyrin_apstlic_p, christianity_anglican_f, sb_osb_nra_sb_m, christnty_sevnth_dy_advntst_f, sb_osb_nra_sb_p, sa3_code16, christianity_brethren_f, christianity_brethren_p, christianity_catholic_m, hinduism_m, christianity_catholic_p, hinduism_p, christianity_brethren_m, christianity_tot_m, hinduism_f, christnty_sevnth_dy_advntst_p, christianity_tot_f, christnty_sevnth_dy_advntst_m, sb_osb_nra_sb_f, christianity_anglican_m, christianity_anglican_p, religious_affiliation_ns_f, buddhism_f, christinty_prsbytrin_refrmd_f, christinty_jehvahs_witnses_f, buddhism_m, buddhism_p, christinty_jehvahs_witnses_m, christinty_jehvahs_witnses_p, judaism_f, sb_osb_nra_nr_f, christianity_uniting_church_m, christianity_uniting_church_p, judaism_p, christinty_prsbytrin_refrmd_p, judaism_m, christinty_prsbytrin_refrmd_m, christianity_asyrin_apstlic_f, sb_osb_nra_nr_p, christianity_asyrin_apstlic_m, sb_osb_nra_nr_m, sb_osb_nra_osb_f, christianity_pentecostal_m, religious_affiliation_ns_p, sb_osb_nra_osb_m, christianity_pentecostal_p, religious_affiliation_ns_m, sa3_name16, sb_osb_nra_osb_p
32,120,66,70,501,24935,963,53,463,122,31,255,138,53943,29010,878,400,474,5331,93430,93377,186808,4379,506,1075,783,323,2092,562,358,421,2291,820,231,119,558,110,53,380,442,56,1167,164,2388,204,1132,1254,1605,115,109065,366,234,25776,630,533,0,15046,356,380,625,"31802",23,40,23755,520,49536,1015,21,51473,494,659,57592,282,269,13411,28454,8524,911,3025,378,670,1580,264,644,37,24516,4186,9513,79,5861,46,2840,0,53066,0,28550,142,1302,19279,113,2906,10755,"Townsville",259
11,27,25,17,176,10843,299,17,126,29,10,59,30,23096,12254,282,117,161,3998,44744,43025,87765,2850,66,142,397,119,1329,78,171,225,1523,646,80,181,200,274,121,308,340,153,1999,143,1931,151,926,1009,523,154,54593,292,330,8539,1081,919,0,8715,122,226,207,"31901",120,249,7745,121,16288,237,126,25657,113,405,28938,185,87,7898,16614,4103,432,1696,366,298,736,266,634,20,10670,3218,7214,37,3288,15,1594,0,22744,0,12071,80,472,8494,62,994,4390,"Bundaberg",144
27,0,49,0,27,5545,49,0,22,12,23,12,9,12171,6629,274,110,159,2119,24279,24791,49067,1660,18,36,254,132,782,18,119,133,871,474,84,125,213,173,81,233,238,89,1860,71,1266,75,606,660,304,121,30588,152,250,4229,942,923,0,4717,63,123,95,"31902",9,24,3951,52,8180,88,13,14786,39,234,15810,111,38,4513,9232,2550,141,903,241,120,259,186,432,18,5455,1899,4020,28,1823,13,916,0,11982,0,6531,48,239,5607,39,542,3057,"Burnett",85
7,8,11,8,20,6901,50,3,30,17,0,41,23,14899,7996,273,111,161,2358,24947,24538,49486,1800,35,73,249,142,854,33,110,140,948,477,77,31,222,107,43,222,262,68,624,84,878,93,414,463,291,29,28216,174,56,4161,335,285,3,4428,81,107,163,"31903",50,108,3823,30,7984,62,56,13370,27,201,14844,93,85,4039,8464,2720,234,783,287,155,386,246,528,20,6739,2020,4375,35,1561,13,778,3,14603,0,7867,80,244,5560,55,535,2839,"Gympie - Cooloola",134
12,16,21,5,63,7705,135,4,69,9,13,20,13,16180,8474,240,89,148,1943,29509,27170,56678,1386,92,172,220,127,622,79,93,136,759,220,69,35,193,67,34,99,122,31,890,45,1444,62,671,774,381,36,33819,110,68,5834,476,413,0,6287,80,88,156,"31904",32,63,4862,119,10698,237,31,15422,122,138,18399,55,72,5389,11680,2743,312,1137,221,193,509,161,381,16,7548,1479,3421,25,2165,12,1030,0,15905,0,8353,82,308,5533,37,690,2795,"Hervey Bay",120
0,126,3,65,1959,7534,3808,62,1855,681,0,1636,948,15859,8329,1864,1068,795,1032,24990,24813,49805,1768,467,945,42,106,816,472,21,18,945,475,113,35,225,42,15,238,236,23,320,117,1004,144,471,531,444,31,19606,263,62,3845,186,142,0,1573,56,138,98,"30306",24,44,3312,810,7154,1478,23,9149,672,259,10460,118,37,1415,2986,1913,1758,690,63,1485,3239,49,115,8,7472,834,1860,22,1334,13,648,0,15705,0,8229,22,367,3923,37,808,2013,"Sunnybank",60
0,25,0,17,185,4594,362,11,178,51,0,118,59,9884,5293,273,130,142,1027,16634,15898,32529,818,159,345,101,84,390,191,48,53,426,162,66,46,156,89,44,65,93,49,507,39,979,31,459,518,199,29,17918,68,73,3855,284,222,0,2302,50,26,102,"30401",0,0,3401,469,7257,944,0,8297,475,51,9626,24,54,1897,4203,1011,569,472,42,453,1027,26,73,41,4506,841,1866,73,928,36,451,0,9728,0,5225,32,174,2056,21,378,1044,"Centenary",51
4,16,4,7,127,7145,264,7,134,35,0,88,50,15125,7986,247,113,129,1581,23125,22244,45374,1050,140,281,42,92,492,141,13,25,555,293,63,53,151,35,16,142,155,17,580,28,1410,35,663,748,165,47,24645,55,102,4882,317,258,0,3726,98,20,175,"30402",7,7,4379,392,9263,785,0,11541,390,30,13098,16,74,3275,7003,1687,451,614,39,287,736,30,73,88,7003,1266,2845,160,1243,74,631,0,14846,0,7845,67,144,3418,37,310,1725,"Kenmore - Brookfield - Moggill",105
0,19,0,12,748,9134,1592,8,850,64,0,135,66,19109,9975,349,171,172,1247,26301,24776,51079,1076,144,313,35,108,478,163,10,22,599,253,103,39,215,18,13,111,141,12,516,20,666,20,327,341,198,33,22600,45,71,5280,279,230,0,3346,153,38,244,"30403",3,6,4477,619,9750,1198,8,10214,580,76,12391,37,84,2612,5965,2321,800,605,49,587,1382,35,83,54,8983,980,2223,133,1127,76,523,0,18770,0,9784,65,164,4712,36,357,2387,"Sherwood - Indooroopilly",98
0,15,0,12,79,7962,153,9,72,42,0,75,41,16889,8925,248,106,139,1420,25569,24441,50010,1030,117,294,88,94,478,174,37,54,558,157,72,45,166,56,30,84,68,30,341,38,1114,59,522,595,370,45,28051,101,95,7090,182,155,0,3542,112,24,226,"30404",0,0,6401,164,13489,316,0,13015,159,41,15033,21,115,2987,6532,1867,314,766,56,234,547,31,83,27,7772,1107,2525,62,1421,29,655,0,16554,0,8779,73,292,3752,33,662,1879,"The Gap - Enoggera",104
3,35,5,22,698,12950,1172,15,474,72,7,154,88,27634,14679,452,232,221,717,32966,34616,67583,1187,820,1702,37,146,576,878,18,18,609,219,139,25,289,27,12,110,108,14,302,56,562,42,262,300,260,24,24258,96,48,6554,157,145,3,2311,217,34,370,"30501",0,0,5877,999,12427,1751,0,11611,748,85,12654,52,150,2289,4607,4489,1375,534,57,1034,2405,48,101,63,12691,569,1291,149,1045,88,508,0,27078,0,14387,111,224,9767,73,480,5276,"Brisbane Inner",181
0,19,0,9,121,6788,240,17,117,68,0,164,94,14248,7460,291,152,143,829,20616,19980,40594,661,252,538,32,66,293,289,12,22,373,102,55,26,125,12,5,45,54,9,236,46,336,53,163,171,159,25,20693,99,48,5580,137,98,0,2790,110,36,205,"30502",18,39,4872,253,10455,458,21,9670,204,70,11017,32,92,2693,5480,1950,359,420,37,230,596,31,71,36,6634,602,1436,60,784,31,371,0,13954,0,7323,58,105,4011,22,262,2062,"Brisbane Inner - East",85
0,43,4,28,675,14166,1271,19,596,183,3,444,264,29963,15794,770,425,341,1519,43701,42463,86163,1504,372,740,91,159,662,364,41,48,842,211,157,46,317,36,16,97,117,19,424,44,941,39,435,510,393,50,41289,87,98,11398,230,198,0,5633,242,52,450,"30503",5,15,10064,1000,21467,1811,4,19058,814,98,22225,44,212,4674,10312,4575,885,895,86,659,1540,71,151,88,13852,1112,2639,166,1740,72,846,0,29305,0,15457,112,309,9354,91,703,4780,"Brisbane Inner - North",206
0,12,0,5,211,10555,389,5,180,41,0,96,57,21929,11376,267,141,126,1092,28347,27520,55865,946,195,391,97,87,447,195,54,34,499,125,90,39,177,39,16,59,66,18,381,17,580,12,264,314,196,38,26291,35,75,7509,214,170,0,3256,205,11,335,"30504",0,8,6738,352,14250,638,3,12236,287,36,14057,19,137,2733,5989,2630,448,527,47,274,720,37,79,57,10349,821,1915,121,1012,62,480,0,21454,0,11110,76,131,5504,61,328,2869,"Brisbane Inner - West",132
3,24,4,19,81,9130,165,3,83,52,3,103,50,19352,10225,322,127,196,1026,26752,25904,52656,1392,108,220,63,136,633,118,26,33,760,182,70,24,210,75,35,87,97,44,517,21,559,26,263,294,414,24,25880,54,45,6107,282,233,0,3703,96,83,185,"30601",0,0,5264,116,11371,243,0,12012,125,146,13866,68,93,3402,7106,2770,551,712,138,348,897,103,247,39,8980,804,1829,86,1296,50,584,0,19064,0,10078,55,343,5714,50,749,2944,"Cairns - North",107
19,31,34,13,212,14185,393,15,186,343,11,737,393,30314,16131,1293,655,639,2116,51102,49689,100791,2701,215,438,170,278,1249,223,78,91,1454,499,236,39,518,120,47,230,270,73,642,121,1123,181,539,585,1009,39,52952,301,78,12283,342,301,0,7100,153,341,253,"30602",6,16,11115,530,23400,1028,4,24797,496,624,28153,279,100,6353,13454,6326,1084,1611,417,764,1851,305,726,32,13976,1641,3756,67,3116,35,1505,0,29868,0,15889,102,755,12895,93,1764,6568,"Cairns - South",198
14,3,27,0,15,3584,30,0,12,319,16,700,377,7997,4412,878,468,416,782,16888,17846,34731,775,122,273,44,77,372,149,14,30,404,79,71,12,148,8,3,44,38,3,159,37,299,39,137,162,353,9,21538,79,23,4622,85,72,0,3382,31,105,55,"30603",8,16,4814,48,9442,90,12,10692,41,181,10844,75,25,3332,6711,1824,157,487,190,101,263,137,327,3,3538,724,1506,11,925,3,442,0,7896,0,4360,22,342,3925,20,696,2099,"Innisfail - Cassowary Coast",46
11,0,15,0,15,1971,15,0,7,8,10,16,10,4191,2224,71,35,35,217,5712,5894,11609,184,21,41,11,18,95,24,6,3,90,36,15,3,34,6,4,15,18,4,71,3,80,6,44,33,66,3,5204,9,7,1134,38,31,0,838,18,13,36,"30604",0,0,1073,21,2205,29,0,2547,10,30,2655,12,20,801,1639,933,101,112,54,75,175,53,107,9,1932,202,419,14,242,3,134,0,4123,0,2194,17,48,1905,11,119,973,"Port Douglas - Daintree",31
9,3,22,0,76,5426,148,0,70,16,11,40,24,11712,6289,257,112,145,1197,20467,19927,40401,1113,47,83,96,121,508,42,34,59,607,186,79,19,196,35,19,80,107,17,273,28,639,43,314,326,360,18,22935,69,41,5003,145,125,0,2980,58,336,94,"30605",3,6,4504,35,9506,73,4,10803,39,637,12135,299,35,2752,5731,2414,246,640,243,142,385,169,409,7,5313,969,2160,23,1266,17,630,0,11502,0,6191,69,309,4873,43,673,2456,"Tablelands (East) - Kuranda",120
0,4,3,3,32,3306,62,0,27,56,0,117,68,7518,4212,213,103,112,1277,21434,22627,44062,1174,20,42,135,57,600,22,50,88,570,148,35,12,89,176,79,94,55,99,784,16,370,18,192,180,307,25,30193,36,38,5320,397,389,0,5643,40,59,71,"30701",3,4,5242,77,10562,128,5,14993,52,124,15195,62,34,5591,11233,2664,77,1021,115,57,132,75,186,9,3259,1221,2501,17,2074,7,1049,0,7410,0,4152,17,296,5803,20,600,3143,"Darling Downs (West) - Maranoa",38
6,0,7,0,22,3320,53,0,26,10,8,27,19,7352,4032,137,68,72,1550,20847,21275,42123,1396,27,42,135,56,694,20,64,75,703,175,44,33,101,220,113,91,92,109,2300,36,730,56,353,377,342,35,30133,87,63,4844,1149,1148,0,4533,36,63,62,"30702",6,12,4700,45,9548,82,3,14826,42,120,15304,57,23,4396,8929,1972,109,1192,165,70,180,127,296,4,3275,1451,3009,9,2427,3,1230,0,7253,0,3981,19,299,4180,15,635,2204,"Darling Downs - East",41
3,4,5,3,26,4084,52,3,26,13,3,29,12,8797,4712,181,79,103,1520,20293,19805,40101,1234,36,71,169,78,602,35,77,94,629,171,66,34,142,97,44,83,83,54,523,77,713,80,320,396,236,33,27179,154,70,5144,264,252,0,4508,36,113,74,"30703",81,170,4874,37,10020,84,85,13010,46,224,14168,110,33,4027,8532,1767,100,757,135,89,184,92,228,10,4008,1332,2851,16,1535,7,782,0,8649,0,4641,40,187,3617,30,420,1848,"Granite Belt",73
8,0,15,0,34,2712,71,0,38,26,6,53,24,6159,3447,134,65,71,996,13734,15225,28960,1032,26,58,98,37,508,29,38,59,516,249,30,15,67,22,10,125,123,9,306,32,325,44,162,165,235,15,18233,76,29,3568,154,152,0,2627,49,37,94,"30801",4,15,3698,63,7270,116,10,9202,49,89,9023,49,47,2676,5305,1743,97,374,58,85,181,46,105,0,2651,956,1952,4,840,0,465,0,6032,0,3383,14,229,4065,16,463,2322,"Central Highlands (Qld)",29
25,14,48,5,320,12589,492,7,178,71,27,153,82,27508,14924,572,264,310,4436,57970,58025,116000,3195,80,179,665,213,1542,100,276,393,1655,474,163,65,369,114,59,206,271,59,828,160,2448,161,1156,1287,877,75,73940,320,144,15437,447,382,3,10862,194,148,353,"30803",25,38,14404,361,29841,644,14,35020,281,273,38927,127,157,9683,20546,5154,533,2379,330,370,904,260,587,12,12355,3577,8010,23,4650,12,2268,3,27008,0,14656,75,736,11915,81,1611,6756,"Rockhampton",157
0,0,3,0,59,993,75,0,16,13,3,19,7,2284,1289,50,19,27,526,6928,7388,14319,364,23,39,38,13,185,16,12,27,176,77,9,8,25,10,6,32,45,7,432,9,367,7,186,177,82,5,10283,19,10,1657,223,214,0,1757,16,33,18,"30804",0,0,1709,36,3367,53,0,5127,19,57,5153,24,4,1722,3478,658,66,373,45,56,121,47,88,4,978,506,1035,5,752,0,379,0,2241,0,1266,8,62,1447,14,148,791,"Biloela",20
7,9,13,6,162,8347,312,0,151,39,7,91,55,18464,10116,275,119,155,1741,29989,31647,61640,1586,116,219,229,110,785,101,85,142,795,247,65,46,167,147,73,121,125,72,723,86,1237,87,604,633,439,44,35375,170,97,6566,386,334,0,5441,115,73,208,"30805",3,7,6478,226,13040,464,9,17462,236,128,17914,59,95,5375,10812,2843,336,1133,130,287,623,95,230,16,8198,1553,3289,27,2383,10,1257,0,18156,0,9963,56,386,6105,42,821,3264,"Gladstone",92
0,11,3,5,112,9628,188,6,80,74,0,160,89,20133,10512,336,156,179,1385,31838,29800,61635,1394,340,725,63,102,632,382,29,33,762,144,63,37,172,44,16,71,75,31,445,46,516,57,230,285,345,26,33059,104,64,7999,261,189,0,5264,113,43,190,"30901",0,0,6917,146,14916,269,0,15136,117,79,17921,36,79,4458,9724,3225,610,868,81,410,1024,64,143,72,9439,1051,2440,164,1633,92,763,0,19765,0,10328,110,272,6470,70,615,3244,"Broadbeach - Burleigh",177
7,16,4,4,47,8294,81,7,30,3,0,8,6,17404,9115,165,63,100,1289,27315,25873,53189,1407,121,269,92,102,635,142,35,59,768,159,58,44,159,33,15,72,81,25,323,55,646,55,323,326,419,26,29319,106,70,6316,176,154,0,4947,69,65,145,"30902",0,0,5594,95,11914,185,0,13573,85,103,15741,40,69,4221,9165,2624,399,809,230,252,655,204,436,29,8094,938,2228,52,1584,29,772,0,17086,0,8995,126,350,5318,49,770,2690,"Coolangatta",180
5,126,5,67,609,9542,1192,60,583,63,0,149,81,20010,10471,372,179,190,1546,34584,31315,65902,1793,377,785,125,124,782,409,54,64,1014,258,96,69,219,141,62,107,154,77,488,99,732,101,345,396,338,46,35685,201,121,7469,258,231,3,6336,117,57,199,"30903",8,12,6080,221,13548,416,8,15933,199,110,19756,53,80,5131,11467,3578,678,1192,208,409,1082,150,356,75,9353,1106,2651,142,2186,72,993,0,19644,4,10293,110,249,6998,61,589,3426,"Gold Coast - North",169
0,0,0,0,5,3035,14,0,6,3,0,11,3,6399,3367,127,48,85,434,9405,9100,18512,590,32,61,48,76,276,29,25,20,314,52,38,24,120,19,15,23,32,7,157,21,310,22,140,173,77,13,9356,36,42,1571,95,62,0,1678,48,31,82,"30904",0,0,1378,18,2949,33,0,4413,16,63,4941,36,37,1543,3224,1183,125,358,77,86,214,64,137,13,2958,364,800,24,719,10,359,0,6249,0,3286,40,65,2334,29,145,1152,"Gold Coast Hinterland",70
0,88,0,44,203,7806,389,44,191,57,0,130,76,16002,8200,350,162,183,1142,26094,23385,49477,1704,332,650,63,124,775,319,21,39,925,171,91,20,216,63,21,85,86,40,244,93,583,122,267,322,534,37,26333,217,54,5849,133,109,4,3968,67,66,127,"30908",3,3,4824,215,10675,443,3,11862,229,121,14472,52,57,3142,7105,2471,661,734,121,460,1125,76,196,83,7676,908,2053,150,1350,70,613,4,15781,0,8103,69,460,4689,33,990,2219,"Robina",100
4,99,5,55,444,9435,782,46,333,75,3,178,101,19754,10324,410,194,218,1247,30204,28686,58896,1806,303,650,96,137,818,343,42,51,987,257,93,49,233,202,91,106,152,113,515,121,663,119,308,356,347,41,29277,237,88,6363,287,221,15,4386,105,51,194,"30909",3,3,5505,339,11868,693,0,13341,349,102,15943,46,85,3597,7985,3058,796,858,166,515,1313,121,284,78,9259,977,2219,158,1598,79,742,5,19423,8,10162,85,238,6513,52,590,3455,"Southport",144
0,67,0,34,343,5603,561,31,217,173,0,461,285,11921,6313,638,365,275,619,20397,20438,40836,824,278,613,31,99,379,332,14,19,450,124,76,15,180,39,14,66,59,24,208,50,259,38,129,125,148,16,19370,94,34,4488,123,77,8,3170,62,23,110,"30910",0,0,4080,512,8568,895,0,9179,381,43,10195,15,52,2810,5983,3046,568,480,47,382,951,49,89,106,5517,534,1154,202,989,89,509,0,11736,5,6214,40,112,6308,35,256,3253,"Surfers Paradise",69
8,325,11,152,1696,8208,3369,171,1671,275,9,641,366,17572,9364,968,512,450,1349,35875,36354,72230,2082,295,595,162,171,957,302,60,99,1119,610,145,72,310,81,39,275,336,37,455,349,1524,345,701,822,661,64,32593,691,130,7562,263,190,0,3359,81,146,140,"31001",9,11,6838,839,14403,1620,4,15090,784,283,17510,137,55,2664,6024,4038,3188,657,197,2634,5823,136,331,28,8088,1074,2426,52,1248,31,596,0,17328,0,9246,66,549,10225,39,1218,6184,"Forest Lake - Oxley",101
9,0,11,0,42,7406,71,0,34,8,6,16,11,15984,8573,260,103,153,2373,31100,31626,62726,1891,67,114,377,147,905,44,166,209,990,157,87,313,238,438,203,76,90,234,2996,112,1694,118,840,851,317,299,38748,239,620,5968,1531,1464,0,5730,81,131,171,"31002",10,28,5530,21,11497,48,10,18733,22,260,20014,127,88,5384,11113,3211,237,901,205,193,431,147,354,14,7273,2250,4623,25,1773,8,867,0,15738,0,8460,43,275,7153,26,593,3950,"Ipswich Hinterland",73
17,54,36,22,126,15049,243,24,119,23,24,61,34,32010,16965,550,211,337,3411,52966,51240,104207,3201,121,261,540,295,1537,144,222,320,1664,591,162,319,458,436,189,263,322,245,2031,423,2390,539,1147,1246,1014,276,60230,959,597,10898,1084,949,0,8576,194,222,344,"31003",84,180,9857,267,20751,462,91,28256,197,401,31975,182,150,7663,16241,4786,467,1560,299,324,792,250,543,32,14782,2786,6194,55,2973,18,1409,0,31484,0,16697,113,865,9865,67,1877,5078,"Ipswich Inner",183
0,102,4,57,483,12200,944,49,460,162,6,361,195,25687,13492,700,329,373,1571,42323,41587,83910,4427,270,562,176,203,2184,295,97,83,2236,803,130,113,333,96,40,404,405,57,645,879,1558,942,759,803,1258,105,45356,1821,219,8690,345,304,0,5309,143,292,265,"31004",3,4,7772,822,16456,1636,6,21640,813,587,23711,301,124,4778,10081,3840,905,1005,265,772,1679,228,496,20,12001,1343,2914,29,2036,15,1027,0,25280,0,13271,77,1092,7878,73,2353,4041,"Springfield - Redbank",144
4,3,11,3,5,1626,10,0,6,5,5,9,0,3409,1787,90,37,53,586,7084,6825,13915,413,14,41,26,39,190,22,7,18,221,40,26,7,68,13,3,19,21,9,203,22,280,20,131,147,107,4,8735,40,15,1535,109,89,0,1585,17,39,28,"31101",0,0,1403,9,2932,23,0,4084,9,65,4658,28,14,1370,2958,707,28,167,56,23,57,58,114,3,1592,498,1081,4,314,5,148,0,3359,0,1759,17,80,1587,9,185,876,"Beaudesert",24
0,18,0,11,279,6281,531,9,251,29,0,72,40,13185,6904,278,133,145,1066,20993,19935,40928,1462,109,215,111,118,693,104,50,62,775,217,85,72,197,25,14,107,109,11,686,349,725,350,328,397,474,62,22354,705,132,3833,355,330,4,3365,58,97,114,"31102",3,4,3496,83,7328,161,6,10379,82,176,11977,79,56,2807,6175,1978,272,620,261,173,440,191,449,13,6183,803,1875,29,1153,18,532,3,12989,0,6801,43,411,3959,39,892,1976,"Beenleigh",79
0,43,0,23,1119,10977,2278,21,1157,172,0,352,177,23472,12496,961,443,516,1557,40423,39393,79812,3268,375,752,155,347,1566,374,61,96,1695,711,264,123,608,91,41,321,390,50,624,558,1653,600,799,855,935,102,42406,1160,223,8011,351,279,4,5542,130,352,222,"31103",10,18,7238,423,15249,840,11,19959,412,661,22440,305,101,4878,10417,3987,908,1142,324,766,1677,274,597,18,10808,1298,2850,43,2136,24,1002,0,23112,0,12307,74,853,8142,60,1788,4155,"Browns Plains",128
3,9,3,3,53,6853,121,0,66,15,0,27,18,14814,7958,244,98,144,1168,22686,22905,45587,1460,101,189,115,129,696,96,63,51,761,194,85,44,212,49,25,97,96,26,588,86,794,100,385,402,346,43,25863,188,85,4692,295,295,0,4461,90,101,163,"31104",3,3,4390,47,9080,105,0,12440,55,189,13416,90,65,4130,8589,1874,254,635,143,208,464,109,253,14,6725,1016,2187,33,1225,17,597,0,14544,0,7823,59,321,3952,47,667,2071,"Jimboomba",107
11,9,15,4,542,8124,1046,3,509,112,5,257,146,17442,9317,466,243,229,1413,30477,29301,59779,2630,283,546,158,112,1223,261,80,79,1401,410,87,138,195,64,25,194,220,42,731,275,1294,287,601,692,864,110,33676,564,242,6056,413,313,19,4707,108,229,186,"31105",8,8,5355,284,11414,538,3,15651,254,401,18018,170,80,4097,8806,2791,546,938,268,387,936,211,476,7,7974,1144,2556,28,1716,17,776,9,17144,10,9172,77,762,5649,33,1632,2856,"Loganlea - Carbrook",108
6,133,13,72,2560,9326,4627,59,2068,294,4,698,403,20069,10740,985,519,469,1766,38904,38367,77280,3711,408,817,172,171,1746,411,73,97,1965,720,111,116,283,141,54,356,370,85,753,536,2626,646,1299,1330,1182,87,41469,1190,205,6924,411,345,5,4584,100,568,180,"31106",10,12,6211,569,13136,1062,3,19476,499,1069,21991,500,82,4084,8667,3629,893,1174,302,678,1573,199,497,27,9164,1426,3190,60,2210,27,1042,3,19746,0,10582,83,1033,7435,60,2214,3805,"Springwood - Kingston",143
0,9,3,3,53,3527,106,3,50,11,0,23,13,7997,4466,88,34,48,1317,15578,17917,33494,903,20,45,118,40,470,22,56,62,434,62,23,16,60,25,11,36,27,17,238,35,363,38,202,163,272,26,19851,74,41,3947,110,130,0,2715,39,51,73,"31201",7,9,4075,79,8024,135,3,10128,53,90,9719,39,37,2981,5703,2006,168,421,99,113,283,83,178,7,3462,1236,2556,3,906,0,481,0,7873,0,4405,31,244,5044,16,511,3042,"Bowen Basin - North",43
0,19,3,14,151,12663,310,8,159,63,0,152,86,27679,15012,407,195,211,5158,56713,58256,114969,3068,88,193,221,146,1483,111,96,123,1585,464,105,234,256,133,66,229,238,68,1194,71,1162,92,556,605,834,227,74024,169,459,16390,650,542,0,9789,161,393,298,"31202",5,10,15797,260,32187,534,7,35780,274,714,38246,319,138,8968,18755,4710,451,1587,368,312,758,275,638,12,12405,4582,9736,25,3368,9,1782,0,27180,0,14775,118,701,11236,74,1533,6526,"Mackay",191
0,0,0,0,20,2888,25,0,8,13,0,29,14,6427,3539,69,38,38,722,10227,10993,21224,477,23,54,23,21,233,28,7,9,243,44,17,15,42,13,7,20,23,7,133,9,212,15,100,112,65,9,11009,27,27,2203,70,65,0,1690,31,29,53,"31203",0,0,2139,34,4339,59,0,5435,23,43,5580,13,18,1731,3421,1500,180,269,80,105,284,60,140,6,2844,600,1321,13,615,5,349,0,6342,0,3490,23,48,3325,15,110,1821,"Whitsunday",35
3,3,3,0,20,4232,30,3,14,8,5,7,0,9080,4848,124,38,86,1189,17028,16008,33043,839,73,148,110,77,399,71,49,64,440,116,36,18,112,74,32,56,61,39,361,37,579,39,264,312,155,34,20468,74,53,3568,185,172,0,3922,53,48,92,"31301",3,5,3014,14,6586,32,3,9494,13,74,10971,30,40,3531,7445,1544,163,751,99,111,274,67,165,5,4144,893,2084,13,1439,7,689,0,8907,0,4764,48,153,3024,37,310,1477,"Bribie - Beachmere",82
5,20,12,9,100,10865,201,9,98,28,9,54,33,22811,11943,428,177,255,1662,34549,32914,67460,2306,61,138,241,220,1078,79,105,136,1224,399,139,106,359,65,26,181,218,37,805,169,1388,179,659,730,503,93,35990,350,195,6806,432,375,0,5624,125,179,241,"31302",12,30,5984,106,12789,223,16,16796,119,316,19191,130,114,4936,10563,3620,384,961,288,258,642,226,517,13,10656,1418,3078,26,1844,10,882,0,22406,0,11752,94,440,7140,65,949,3520,"Caboolture",166
3,0,7,0,23,1549,21,0,0,0,4,0,0,3379,1830,89,30,56,517,6094,7137,13232,338,8,12,34,49,147,9,23,10,184,57,31,38,80,8,3,26,27,3,134,19,276,25,135,140,28,24,7237,43,64,1178,72,64,0,1243,25,37,33,"31303",0,3,1158,3,2340,6,5,3507,4,55,3730,24,10,1205,2453,704,52,170,42,40,91,43,87,5,1519,414,929,5,346,0,175,0,3314,0,1796,17,35,2405,6,65,1703,"Caboolture Hinterland",22
5,0,6,0,30,9597,72,0,38,17,4,29,17,20241,10644,251,89,157,1769,31973,30908,62884,2292,86,185,214,138,1106,94,88,125,1190,442,69,115,207,110,53,211,230,50,672,221,1705,254,801,900,492,100,36143,478,215,6453,346,329,0,5548,90,241,157,"31304",71,150,5740,123,12199,242,80,17045,117,440,19099,206,72,4986,10530,2679,262,963,254,200,463,223,475,16,9470,1448,3225,35,1875,15,909,0,19993,0,10523,54,446,5451,36,940,2769,"Narangba - Burpengary",92
0,18,0,13,54,8461,97,7,48,15,0,42,27,17765,9303,312,127,183,1613,31127,28342,59469,1954,156,333,247,165,921,177,92,161,1036,484,101,62,262,65,28,211,271,37,728,119,1499,147,673,830,456,51,34567,267,109,6956,415,315,0,5314,111,91,204,"31305",18,41,5804,117,12766,254,18,15614,132,168,18952,79,89,4449,9762,2929,408,1091,261,246,659,196,459,20,8278,1232,2848,51,2003,25,911,0,17420,0,9141,94,362,5774,57,816,2849,"Redcliffe",143
